date	id	Crop	NDVI	EVI	GNDVI	MSAVI
2019-06-17	186	GUARET SIE/ SUP. LLIURE SEMBRA	0.13662928	0.1293147	0.25224903	0.117292106
2019-06-17	187	GUARET SIE/ SUP. LLIURE SEMBRA	0.11603905	0.115437895	0.2369245	0.10206789
2019-06-17	188	GUARET SIE/ SUP. LLIURE SEMBRA	0.20831102	0.1797186	0.32370895	0.15620986
2019-06-17	190	GUARET SIE/ SUP. LLIURE SEMBRA	0.15904343	0.15711644	0.27761576	0.13970226
2019-06-17	191	GUARET SIE/ SUP. LLIURE SEMBRA	0.18653913	0.17243227	0.29307306	0.15352198
2019-06-17	192	GUARET SIE/ SUP. LLIURE SEMBRA	0.11321309	0.09922967	0.24480768	0.090539634
2019-06-17	193	ALFALS SIE	0.68393856	0.5244663	0.69446087	0.49444413
2019-06-17	195	ALFALS SIE	0.44560748	0.35303888	0.50882983	0.31553447
2019-06-17	196	ALFALS SIE	0.4936098	0.3876543	0.5440217	0.34416568
2019-06-17	197	ALFALS SIE	0.36523044	0.2777717	0.4671373	0.25467733
2019-06-17	198	ALFALS SIE	0.24078736	0.17548148	0.43055543	0.17714697
2019-06-17	199	OLIVERES	0.1868418	0.17242382	0.2981964	0.14636832
2019-06-17	200	OLIVERES	0.19975229	0.18386371	0.31198856	0.16669595
2019-06-17	201	OLIVERES	0.2876429	0.2687267	0.35862917	0.22947893
2019-06-17	204	OLIVERES	0.19352666	0.18255407	0.29265708	0.15777838
2019-06-17	205	OLIVERES	0.47595865	0.34435165	0.4721383	0.29639736
